Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
July 2024,15,Monday,Performance Max,--,4.6%,> 97.8%
July 2024,15,Tuesday,Search,13.6%,5.7%,86.6%
July 2024,15,Tuesday,Shopping,--,--,--
July 2024,15,Tuesday,Demand Gen,--,--,--
July 2024,15,Tuesday,Performance Max,--,1.8%,> 97.8%
July 2024,15,Wednesday,Search,< 10.9%,0.2%,96.3%
July 2024,15,Wednesday,Shopping,--,--,--
July 2024,15,Wednesday,Demand Gen,--,--,--
July 2024,15,Wednesday,Performance Max,--,10.7%,94.9%
July 2024,15,Thursday,Search,15.3%,8.4%,82.5%
July 2024,15,Thursday,Shopping,--,--,--
July 2024,15,Thursday,Demand Gen,--,--,--
July 2024,15,Thursday,Performance Max,--,67.6%,38.1%
July 2024,15,Friday,Search,15.3%,31.3%,61.0%
July 2024,15,Friday,Shopping,--,--,--
July 2024,15,Friday,Demand Gen,--,--,--
July 2024,15,Friday,Performance Max,--,74.4%,28.9%
July 2024,15,Saturday,Search,13.6%,8.8%,83.6%
July 2024,15,Saturday,Shopping,--,--,--
July 2024,15,Saturday,Demand Gen,--,--,--
July 2024,15,Saturday,Performance Max,--,66.5%,27.7%
July 2024,16,Sunday,Search,13.3%,14.9%,77.8%
July 2024,16,Sunday,Demand Gen,--,--,--
July 2024,16,Sunday,Performance Max,--,15.6%,87.3%
July 2024,16,Monday,Search,15.9%,14.8%,74.3%
July 2024,16,Monday,Shopping,--,--,--
July 2024,16,Monday,Demand Gen,--,--,--
July 2024,16,Monday,Performance Max,--,4.9%,> 97.8%
July 2024,16,Tuesday,Search,17.2%,5.9%,83.7%
July 2024,16,Tuesday,Shopping,--,--,--
July 2024,16,Tuesday,Demand Gen,--,--,--
July 2024,16,Tuesday,Performance Max,--,1.7%,> 97.8%
July 2024,16,Wednesday,Search,12.5%,0%,92.7%
July 2024,16,Wednesday,Shopping,--,--,--
July 2024,16,Wednesday,Demand Gen,--,--,--
July 2024,16,Wednesday,Performance Max,--,10.5%,94.0%
July 2024,16,Thursday,Search,16.4%,9.5%,80.1%
July 2024,16,Thursday,Shopping,--,--,--
July 2024,16,Thursday,Demand Gen,--,--,--
July 2024,16,Thursday,Performance Max,--,67.5%,37.3%
July 2024,16,Friday,Search,18.2%,32.0%,55.6%
July 2024,16,Friday,Shopping,--,--,--
July 2024,16,Friday,Demand Gen,--,--,--
July 2024,16,Friday,Performance Max,--,76.1%,24.6%
July 2024,16,Saturday,Search,12.9%,8.4%,85.5%
July 2024,16,Saturday,Shopping,--,--,--
July 2024,16,Saturday,Demand Gen,--,--,--
July 2024,16,Saturday,Performance Max,--,19.4%,33.2%
July 2024,17,Sunday,Search,13.1%,12.8%,80.3%
July 2024,17,Sunday,Demand Gen,--,--,--
July 2024,17,Sunday,Performance Max,--,24.9%,74.2%
July 2024,17,Monday,Search,14.2%,15.8%,75.3%
July 2024,17,Monday,Shopping,--,--,--
July 2024,17,Monday,Demand Gen,--,--,--
July 2024,17,Monday,Performance Max,--,4.5%,> 97.8%
July 2024,17,Tuesday,Search,13.3%,6.5%,86.3%
July 2024,17,Tuesday,Shopping,--,--,--
July 2024,17,Tuesday,Demand Gen,--,--,--
July 2024,17,Tuesday,Performance Max,--,2.1%,> 97.8%
July 2024,17,Wednesday,Search,14.9%,0.2%,92.2%
July 2024,17,Wednesday,Shopping,--,--,--
July 2024,17,Wednesday,Demand Gen,--,--,--
July 2024,17,Wednesday,Performance Max,--,11.1%,94.2%
July 2024,17,Thursday,Search,15.2%,8.7%,83.0%
July 2024,17,Thursday,Shopping,--,--,--
July 2024,17,Thursday,Demand Gen,--,--,--
July 2024,17,Thursday,Performance Max,--,67.1%,37.1%
July 2024,17,Friday,Search,16.8%,31.8%,57.1%
July 2024,17,Friday,Shopping,--,--,--
July 2024,17,Friday,Demand Gen,--,--,--
July 2024,17,Friday,Performance Max,--,77.3%,24.3%
July 2024,17,Saturday,Search,12.0%,8.2%,85.6%
July 2024,17,Saturday,Shopping,--,--,--
July 2024,17,Saturday,Demand Gen,--,--,--
July 2024,17,Saturday,Performance Max,--,28.6%,26.1%
July 2024,18,Sunday,Search,16.0%,12.8%,75.9%
July 2024,18,Sunday,Demand Gen,--,--,--
July 2024,18,Sunday,Performance Max,--,18.8%,79.7%
July 2024,18,Monday,Search,16.7%,15.1%,73.7%
July 2024,18,Monday,Shopping,--,--,--
July 2024,18,Monday,Demand Gen,--,--,--
July 2024,18,Monday,Performance Max,--,5.1%,> 97.8%
July 2024,18,Tuesday,Search,13.6%,6.4%,86.6%
July 2024,18,Tuesday,Demand Gen,--,--,--
July 2024,18,Tuesday,Performance Max,--,1.9%,> 97.8%
July 2024,18,Wednesday,Search,15.1%,0.4%,91.0%
July 2024,18,Wednesday,Shopping,--,--,--
July 2024,18,Wednesday,Demand Gen,--,--,--
July 2024,18,Wednesday,Performance Max,--,11.4%,92.2%
July 2024,18,Thursday,Search,19.3%,6.6%,81.4%
July 2024,18,Thursday,Demand Gen,--,--,--
July 2024,18,Thursday,Performance Max,--,67.3%,37.4%
July 2024,18,Friday,Search,15.2%,28.9%,59.6%
July 2024,18,Friday,Shopping,--,--,--
July 2024,18,Friday,Demand Gen,--,--,--
July 2024,18,Friday,Performance Max,--,71.8%,20.0%
July 2024,18,Saturday,Search,12.1%,8.6%,84.1%
July 2024,18,Saturday,Shopping,--,--,--
July 2024,18,Saturday,Demand Gen,--,--,--
July 2024,18,Saturday,Performance Max,--,37.0%,32.6%
July 2024,19,Sunday,Search,15.9%,10.1%,79.1%
July 2024,19,Sunday,Demand Gen,--,--,--
July 2024,19,Sunday,Performance Max,--,11.3%,92.3%
July 2024,19,Monday,Search,15.6%,15.0%,75.1%
July 2024,19,Monday,Shopping,--,--,--
July 2024,19,Monday,Demand Gen,--,--,--
July 2024,19,Monday,Performance Max,--,5.6%,> 97.8%
July 2024,19,Tuesday,Search,17.0%,5.9%,82.9%
July 2024,19,Tuesday,Demand Gen,--,--,--
July 2024,19,Tuesday,Performance Max,--,2.2%,> 97.8%
July 2024,19,Wednesday,Search,12.4%,0%,91.5%
July 2024,19,Wednesday,Shopping,--,--,--
July 2024,19,Wednesday,Demand Gen,--,--,--
July 2024,19,Wednesday,Performance Max,--,11.1%,94.0%
July 2024,19,Thursday,Search,16.5%,8.3%,80.4%
July 2024,19,Thursday,Demand Gen,--,--,--
July 2024,19,Thursday,Performance Max,--,63.1%,41.1%
July 2024,19,Friday,Search,15.1%,31.2%,57.6%
July 2024,19,Friday,Shopping,--,--,--
July 2024,19,Friday,Demand Gen,--,--,--
July 2024,19,Friday,Performance Max,--,43.5%,55.9%
July 2024,19,Saturday,Search,14.3%,8.2%,81.8%
July 2024,19,Saturday,Shopping,--,--,--
July 2024,19,Saturday,Demand Gen,--,--,--
July 2024,19,Saturday,Performance Max,--,32.8%,30.7%
July 2024,20,Sunday,Search,13.3%,11.3%,79.8%
July 2024,20,Sunday,Demand Gen,--,--,--
July 2024,20,Sunday,Performance Max,--,25.8%,77.3%
July 2024,20,Monday,Search,16.9%,11.6%,76.4%
July 2024,20,Monday,Demand Gen,--,--,--
July 2024,20,Monday,Performance Max,--,5.3%,> 97.8%
July 2024,20,Tuesday,Search,18.6%,5.6%,79.7%
July 2024,20,Tuesday,Demand Gen,--,--,--
July 2024,20,Tuesday,Performance Max,--,2.0%,> 97.8%
July 2024,20,Wednesday,Search,16.4%,0.2%,87.8%
July 2024,20,Wednesday,Shopping,--,--,--
July 2024,20,Wednesday,Demand Gen,--,--,--
July 2024,20,Wednesday,Performance Max,--,11.2%,93.1%
July 2024,20,Thursday,Search,16.3%,8.3%,81.8%
July 2024,20,Thursday,Demand Gen,--,--,--
July 2024,20,Thursday,Performance Max,--,66.6%,38.6%
July 2024,20,Friday,Search,17.7%,28.1%,55.9%
July 2024,20,Friday,Shopping,--,--,--
July 2024,20,Friday,Demand Gen,--,--,--
July 2024,20,Friday,Performance Max,--,2.5%,94.2%
July 2024,20,Saturday,Search,11.2%,8.4%,85.9%
July 2024,20,Saturday,Shopping,--,--,--
July 2024,20,Saturday,Demand Gen,--,--,--
July 2024,20,Saturday,Performance Max,--,32.0%,38.1%
July 2024,21,Sunday,Search,12.6%,10.0%,82.4%
July 2024,21,Sunday,Demand Gen,--,--,--
July 2024,21,Sunday,Performance Max,--,26.4%,76.8%
July 2024,21,Monday,Search,14.2%,11.4%,79.8%
July 2024,21,Monday,Demand Gen,--,--,--
July 2024,21,Monday,Performance Max,--,2.9%,> 97.8%
July 2024,21,Tuesday,Search,14.8%,5.5%,85.0%
July 2024,21,Tuesday,Demand Gen,--,--,--
July 2024,21,Tuesday,Performance Max,--,2.0%,> 97.8%
July 2024,21,Wednesday,Search,< 10.9%,0%,93.8%
July 2024,21,Wednesday,Demand Gen,--,--,--
July 2024,21,Wednesday,Performance Max,--,10.9%,93.3%
July 2024,21,Thursday,Search,28.8%,0%,75.4%
July 2024,21,Thursday,Demand Gen,--,--,--
July 2024,21,Thursday,Performance Max,--,69.5%,33.6%
July 2024,21,Friday,Search,16.5%,21.9%,65.5%
July 2024,21,Friday,Demand Gen,--,--,--
July 2024,21,Friday,Performance Max,--,9.0%,85.6%
July 2024,21,Saturday,Search,12.8%,6.4%,87.4%
July 2024,21,Saturday,Shopping,--,--,--
July 2024,21,Saturday,Demand Gen,--,--,--
July 2024,21,Saturday,Performance Max,--,43.6%,35.7%
July 2024,22,Sunday,Search,< 10.9%,10.2%,88.0%
July 2024,22,Sunday,Demand Gen,--,--,--
July 2024,22,Sunday,Performance Max,--,26.5%,79.5%
July 2024,22,Monday,Search,13.4%,10.1%,81.9%
July 2024,22,Monday,Shopping,--,--,--
July 2024,22,Monday,Demand Gen,--,--,--
July 2024,22,Monday,Performance Max,--,1.9%,> 97.8%
July 2024,22,Tuesday,Search,< 10.9%,5.5%,89.5%
July 2024,22,Tuesday,Demand Gen,--,--,--
July 2024,22,Tuesday,Performance Max,--,1.6%,> 97.8%
July 2024,22,Wednesday,Search,13.0%,0%,92.5%
July 2024,22,Wednesday,Demand Gen,--,--,--
July 2024,22,Wednesday,Performance Max,--,11.2%,93.6%
July 2024,22,Thursday,Search,19.3%,0%,83.6%
July 2024,22,Thursday,Demand Gen,--,--,--
July 2024,22,Thursday,Performance Max,--,69.4%,37.5%
July 2024,22,Friday,Search,21.2%,15.5%,72.8%
July 2024,22,Friday,Demand Gen,--,--,--
July 2024,22,Friday,Performance Max,--,48.6%,31.5%
July 2024,22,Saturday,Search,11.5%,5.6%,91.1%
July 2024,22,Saturday,Shopping,--,--,--
July 2024,22,Saturday,Demand Gen,--,--,--
July 2024,22,Saturday,Performance Max,--,43.0%,40.3%
July 2024,23,Sunday,Search,13.1%,10.1%,82.8%
July 2024,23,Sunday,Demand Gen,--,--,--
July 2024,23,Sunday,Performance Max,--,30.2%,75.6%
July 2024,23,Monday,Search,12.5%,11.1%,81.5%
July 2024,23,Monday,Demand Gen,--,--,--
July 2024,23,Monday,Performance Max,--,1.7%,> 97.8%
July 2024,23,Tuesday,Search,15.5%,5.1%,86.8%
July 2024,23,Tuesday,Demand Gen,--,--,--
July 2024,23,Tuesday,Performance Max,--,1.6%,> 97.8%
July 2024,23,Wednesday,Search,< 10.9%,0%,96.2%
July 2024,23,Wednesday,Demand Gen,--,--,--
July 2024,23,Wednesday,Performance Max,--,11.1%,92.6%
July 2024,23,Thursday,Search,27.7%,0%,75.2%
July 2024,23,Thursday,Demand Gen,--,--,--
July 2024,23,Thursday,Performance Max,--,73.1%,32.5%
July 2024,23,Friday,Search,45.0%,22.5%,33.7%
July 2024,23,Friday,Demand Gen,--,--,--
July 2024,23,Friday,Performance Max,--,38.3%,38.3%
July 2024,23,Saturday,Search,< 10.9%,5.0%,91.6%
July 2024,23,Saturday,Demand Gen,--,--,--
July 2024,23,Saturday,Performance Max,--,43.7%,53.2%
August 2024,0,Sunday,Search,13.3%,10.8%,76.0%
August 2024,0,Sunday,Shopping,--,--,--
August 2024,0,Sunday,Demand Gen,--,--,--
August 2024,0,Sunday,Performance Max,--,2.1%,> 94.5%
August 2024,0,Monday,Search,15.5%,13.5%,72.1%
August 2024,0,Monday,Shopping,--,--,--
August 2024,0,Monday,Demand Gen,--,--,--
August 2024,0,Monday,Performance Max,--,5.2%,> 94.5%
August 2024,0,Tuesday,Search,11.0%,4.7%,83.8%
August 2024,0,Tuesday,Shopping,--,--,--
August 2024,0,Tuesday,Demand Gen,--,--,--
August 2024,0,Tuesday,Performance Max,--,1.2%,> 94.5%
August 2024,0,Wednesday,Search,14.7%,0%,87.9%
August 2024,0,Wednesday,Shopping,--,--,--
August 2024,0,Wednesday,Demand Gen,--,--,--
August 2024,0,Wednesday,Performance Max,--,9.9%,92.2%
August 2024,0,Thursday,Search,16.4%,7.8%,77.6%
August 2024,0,Thursday,Shopping,--,--,--
August 2024,0,Thursday,Demand Gen,--,--,--
August 2024,0,Thursday,Performance Max,--,65.0%,35.7%
August 2024,0,Friday,Search,20.2%,27.1%,51.3%
August 2024,0,Friday,Shopping,--,--,--
August 2024,0,Friday,Demand Gen,--,--,--
August 2024,0,Friday,Performance Max,--,74.8%,25.5%
August 2024,0,Saturday,Search,15.5%,6.3%,78.2%
August 2024,0,Saturday,Shopping,--,--,--
August 2024,0,Saturday,Demand Gen,--,--,--
August 2024,0,Saturday,Performance Max,--,36.5%,63.0%
August 2024,1,Sunday,Search,12.8%,13.2%,77.6%
August 2024,1,Sunday,Shopping,--,--,--
August 2024,1,Sunday,Demand Gen,--,--,--
August 2024,1,Sunday,Performance Max,--,1.8%,> 94.5%
August 2024,1,Monday,Search,18.5%,12.8%,69.0%
August 2024,1,Monday,Shopping,--,--,--
August 2024,1,Monday,Demand Gen,--,--,--
August 2024,1,Monday,Performance Max,--,4.8%,> 94.5%
August 2024,1,Tuesday,Search,14.6%,4.7%,81.3%
August 2024,1,Tuesday,Shopping,--,--,--
August 2024,1,Tuesday,Performance Max,--,1.2%,> 94.5%
August 2024,1,Wednesday,Search,< 10.5%,0%,92.5%
August 2024,1,Wednesday,Shopping,--,--,--
August 2024,1,Wednesday,Demand Gen,--,--,--
August 2024,1,Wednesday,Performance Max,--,9.4%,92.4%
August 2024,1,Thursday,Search,22.3%,7.4%,71.7%
August 2024,1,Thursday,Shopping,--,--,--
August 2024,1,Thursday,Demand Gen,--,--,--
August 2024,1,Thursday,Performance Max,--,65.3%,35.1%
August 2024,1,Friday,Search,12.7%,24.9%,60.5%
August 2024,1,Friday,Shopping,--,--,--
August 2024,1,Friday,Demand Gen,--,--,--
August 2024,1,Friday,Performance Max,--,70.5%,32.5%
August 2024,1,Saturday,Search,20.5%,5.1%,72.6%
August 2024,1,Saturday,Shopping,--,--,--
August 2024,1,Saturday,Demand Gen,--,--,--
August 2024,1,Saturday,Performance Max,--,38.4%,60.6%
August 2024,2,Sunday,Search,13.0%,11.5%,78.0%
August 2024,2,Sunday,Shopping,--,--,--
August 2024,2,Sunday,Demand Gen,--,--,--
August 2024,2,Sunday,Performance Max,--,2.3%,> 94.5%
August 2024,2,Monday,Search,16.4%,12.7%,71.2%
August 2024,2,Monday,Shopping,--,--,--
August 2024,2,Monday,Demand Gen,--,--,--
August 2024,2,Monday,Performance Max,--,5.1%,> 94.5%
August 2024,2,Tuesday,Search,13.5%,3.9%,82.3%
August 2024,2,Tuesday,Shopping,--,--,--
August 2024,2,Tuesday,Demand Gen,--,--,--
August 2024,2,Tuesday,Performance Max,--,1.3%,> 94.5%
August 2024,2,Wednesday,Search,17.3%,0%,84.3%
August 2024,2,Wednesday,Shopping,--,--,--
August 2024,2,Wednesday,Demand Gen,--,--,--
August 2024,2,Wednesday,Performance Max,--,9.7%,93.3%
August 2024,2,Thursday,Search,< 10.5%,9.5%,83.8%
August 2024,2,Thursday,Shopping,--,--,--
August 2024,2,Thursday,Demand Gen,--,--,--
August 2024,2,Thursday,Performance Max,--,65.3%,36.0%
August 2024,2,Friday,Search,22.7%,28.7%,49.4%
August 2024,2,Friday,Shopping,--,--,--
August 2024,2,Friday,Demand Gen,--,--,--
August 2024,2,Friday,Performance Max,--,64.5%,38.8%
August 2024,2,Saturday,Search,19.7%,7.2%,72.6%
August 2024,2,Saturday,Shopping,--,--,--
August 2024,2,Saturday,Demand Gen,--,--,--
August 2024,2,Saturday,Performance Max,--,40.0%,52.5%
August 2024,3,Sunday,Search,14.2%,12.8%,73.7%
August 2024,3,Sunday,Shopping,--,--,--
August 2024,3,Sunday,Demand Gen,--,--,--
August 2024,3,Sunday,Performance Max,--,3.9%,> 94.5%
August 2024,3,Monday,Search,15.3%,12.0%,73.9%
August 2024,3,Monday,Shopping,--,--,--
August 2024,3,Monday,Demand Gen,--,--,--
August 2024,3,Monday,Performance Max,--,5.3%,> 94.5%
August 2024,3,Tuesday,Search,13.8%,4.1%,87.3%
August 2024,3,Tuesday,Shopping,--,--,--
August 2024,3,Tuesday,Demand Gen,--,--,--
August 2024,3,Tuesday,Performance Max,--,1.5%,> 94.5%
August 2024,3,Wednesday,Search,22.9%,0%,81.0%
August 2024,3,Wednesday,Shopping,--,--,--
August 2024,3,Wednesday,Demand Gen,--,--,--
August 2024,3,Wednesday,Performance Max,--,10.3%,91.3%
August 2024,3,Thursday,Search,12.9%,6.9%,82.6%
August 2024,3,Thursday,Shopping,--,--,--
August 2024,3,Thursday,Demand Gen,--,--,--
August 2024,3,Thursday,Performance Max,--,65.1%,35.5%
August 2024,3,Friday,Search,23.4%,26.9%,51.6%
August 2024,3,Friday,Shopping,--,--,--
August 2024,3,Friday,Demand Gen,--,--,--
August 2024,3,Friday,Performance Max,--,64.1%,39.6%
August 2024,3,Saturday,Search,17.7%,6.3%,78.6%
August 2024,3,Saturday,Shopping,--,--,--
August 2024,3,Saturday,Demand Gen,--,--,--
August 2024,3,Saturday,Performance Max,--,46.7%,46.7%
August 2024,4,Sunday,Search,15.4%,12.4%,74.6%
August 2024,4,Sunday,Shopping,--,--,--
August 2024,4,Sunday,Demand Gen,--,--,--
August 2024,4,Sunday,Performance Max,--,3.0%,> 94.5%
August 2024,4,Monday,Search,20.5%,13.8%,66.6%
August 2024,4,Monday,Shopping,--,--,--
August 2024,4,Monday,Demand Gen,--,--,--
August 2024,4,Monday,Performance Max,--,4.5%,> 94.5%
August 2024,4,Tuesday,Search,15.7%,4.5%,83.0%
August 2024,4,Tuesday,Shopping,--,--,--
August 2024,4,Tuesday,Demand Gen,--,--,--
August 2024,4,Tuesday,Performance Max,--,2.0%,> 94.5%
August 2024,4,Wednesday,Search,13.9%,0%,88.1%
August 2024,4,Wednesday,Shopping,--,--,--
August 2024,4,Wednesday,Demand Gen,--,--,--
August 2024,4,Wednesday,Performance Max,--,10.5%,91.7%
August 2024,4,Thursday,Search,16.3%,10.0%,75.8%
August 2024,4,Thursday,Shopping,--,--,--
August 2024,4,Thursday,Demand Gen,--,--,--
August 2024,4,Thursday,Performance Max,--,65.1%,37.8%
August 2024,4,Friday,Search,19.2%,27.0%,54.0%
August 2024,4,Friday,Shopping,--,--,--
August 2024,4,Friday,Demand Gen,--,--,--
August 2024,4,Friday,Performance Max,--,63.1%,39.3%
August 2024,4,Saturday,Search,16.4%,5.9%,77.0%
August 2024,4,Saturday,Shopping,--,--,--
August 2024,4,Saturday,Demand Gen,--,--,--
August 2024,4,Saturday,Performance Max,--,53.5%,42.0%
August 2024,5,Sunday,Search,14.4%,10.5%,77.4%
August 2024,5,Sunday,Shopping,--,--,--
August 2024,5,Sunday,Demand Gen,--,--,--
August 2024,5,Sunday,Performance Max,--,3.6%,> 94.5%
August 2024,5,Monday,Search,18.3%,16.6%,65.8%
August 2024,5,Monday,Shopping,--,--,--
August 2024,5,Monday,Demand Gen,--,--,--
August 2024,5,Monday,Performance Max,--,4.7%,> 94.5%
August 2024,5,Tuesday,Search,16.4%,4.9%,78.6%
August 2024,5,Tuesday,Shopping,--,--,--
August 2024,5,Tuesday,Demand Gen,--,--,--
August 2024,5,Tuesday,Performance Max,--,1.8%,> 94.5%
August 2024,5,Wednesday,Search,19.4%,0%,82.3%
August 2024,5,Wednesday,Shopping,--,--,--
August 2024,5,Wednesday,Demand Gen,--,--,--
August 2024,5,Wednesday,Performance Max,--,10.2%,90.1%
August 2024,5,Thursday,Search,15.1%,8.8%,79.1%
August 2024,5,Thursday,Shopping,--,--,--
August 2024,5,Thursday,Demand Gen,--,--,--
August 2024,5,Thursday,Performance Max,--,65.2%,37.2%
August 2024,5,Friday,Search,16.5%,30.3%,54.0%
August 2024,5,Friday,Shopping,--,--,--
August 2024,5,Friday,Demand Gen,--,--,--
August 2024,5,Friday,Performance Max,--,54.4%,48.2%
August 2024,5,Saturday,Search,17.1%,9.0%,74.9%
August 2024,5,Saturday,Shopping,--,--,--
August 2024,5,Saturday,Demand Gen,--,--,--
August 2024,5,Saturday,Performance Max,--,55.1%,41.3%
August 2024,6,Sunday,Search,16.8%,12.4%,72.7%
August 2024,6,Sunday,Shopping,--,--,--
August 2024,6,Sunday,Demand Gen,--,--,--
August 2024,6,Sunday,Performance Max,--,4.5%,> 94.5%
August 2024,6,Monday,Search,18.5%,15.8%,65.4%
August 2024,6,Monday,Shopping,--,--,--
August 2024,6,Monday,Demand Gen,--,--,--
August 2024,6,Monday,Performance Max,--,4.8%,> 94.5%
August 2024,6,Tuesday,Search,14.5%,5.8%,82.4%
August 2024,6,Tuesday,Shopping,--,--,--
August 2024,6,Tuesday,Demand Gen,--,--,--
August 2024,6,Tuesday,Performance Max,--,1.9%,> 94.5%
August 2024,6,Wednesday,Search,14.3%,0%,88.5%
August 2024,6,Wednesday,Shopping,--,--,--
August 2024,6,Wednesday,Demand Gen,--,--,--
August 2024,6,Wednesday,Performance Max,--,10.2%,92.2%
August 2024,6,Thursday,Search,12.2%,10.1%,80.1%
August 2024,6,Thursday,Shopping,--,--,--
August 2024,6,Thursday,Demand Gen,--,--,--
August 2024,6,Thursday,Performance Max,--,65.1%,36.8%
August 2024,6,Friday,Search,15.6%,30.5%,56.0%
August 2024,6,Friday,Shopping,--,--,--
August 2024,6,Friday,Demand Gen,--,--,--
August 2024,6,Friday,Performance Max,--,40.4%,61.2%
August 2024,6,Saturday,Search,19.0%,8.9%,72.7%
August 2024,6,Saturday,Shopping,--,--,--
August 2024,6,Saturday,Demand Gen,--,--,--
August 2024,6,Saturday,Performance Max,--,52.5%,40.0%
August 2024,7,Sunday,Search,17.3%,12.1%,73.5%
August 2024,7,Sunday,Shopping,--,--,--
August 2024,7,Sunday,Demand Gen,--,--,--
August 2024,7,Sunday,Performance Max,--,5.7%,> 94.5%
August 2024,7,Monday,Search,16.6%,15.1%,69.0%
August 2024,7,Monday,Shopping,--,--,--
August 2024,7,Monday,Demand Gen,--,--,--
August 2024,7,Monday,Performance Max,--,4.4%,> 94.5%
August 2024,7,Tuesday,Search,18.6%,4.8%,79.8%
August 2024,7,Tuesday,Shopping,--,--,--
August 2024,7,Tuesday,Demand Gen,--,--,--
August 2024,7,Tuesday,Performance Max,--,1.6%,> 94.5%
August 2024,7,Wednesday,Search,12.6%,0%,88.9%
August 2024,7,Wednesday,Shopping,--,--,--
August 2024,7,Wednesday,Demand Gen,--,--,--
August 2024,7,Wednesday,Performance Max,--,9.6%,92.7%
August 2024,7,Thursday,Search,15.5%,9.3%,78.6%
August 2024,7,Thursday,Shopping,--,--,--
August 2024,7,Thursday,Demand Gen,--,--,--
August 2024,7,Thursday,Performance Max,--,64.9%,36.8%
August 2024,7,Friday,Search,14.8%,30.8%,57.8%
August 2024,7,Friday,Shopping,--,--,--
August 2024,7,Friday,Demand Gen,--,--,--
August 2024,7,Friday,Performance Max,--,51.7%,49.8%
August 2024,7,Saturday,Search,17.6%,8.9%,73.7%
August 2024,7,Saturday,Shopping,--,--,--
August 2024,7,Saturday,Demand Gen,--,--,--
August 2024,7,Saturday,Performance Max,--,41.6%,41.6%
August 2024,8,Sunday,Search,15.4%,11.8%,76.3%
August 2024,8,Sunday,Shopping,--,--,--
August 2024,8,Sunday,Demand Gen,--,--,--
August 2024,8,Sunday,Performance Max,--,2.9%,> 94.5%
August 2024,8,Monday,Search,14.8%,14.5%,71.4%
August 2024,8,Monday,Shopping,--,--,--
August 2024,8,Monday,Demand Gen,--,--,--
August 2024,8,Monday,Performance Max,--,5.5%,> 94.5%
August 2024,8,Tuesday,Search,16.5%,5.1%,81.7%
August 2024,8,Tuesday,Shopping,--,--,--
August 2024,8,Tuesday,Demand Gen,--,--,--
August 2024,8,Tuesday,Performance Max,--,1.7%,> 94.5%
August 2024,8,Wednesday,Search,13.9%,0%,89.3%
August 2024,8,Wednesday,Shopping,--,--,--
August 2024,8,Wednesday,Demand Gen,--,--,--
August 2024,8,Wednesday,Performance Max,--,10.0%,92.7%
August 2024,8,Thursday,Search,14.3%,9.5%,79.7%
August 2024,8,Thursday,Shopping,--,--,--
August 2024,8,Thursday,Demand Gen,--,--,--
August 2024,8,Thursday,Performance Max,--,64.9%,36.4%
August 2024,8,Friday,Search,13.0%,31.5%,58.2%
August 2024,8,Friday,Shopping,--,--,--
August 2024,8,Friday,Demand Gen,--,--,--
August 2024,8,Friday,Performance Max,--,69.5%,33.0%
August 2024,8,Saturday,Search,15.5%,7.8%,78.2%
August 2024,8,Saturday,Shopping,--,--,--
August 2024,8,Saturday,Demand Gen,--,--,--
August 2024,8,Saturday,Performance Max,--,39.4%,48.1%
August 2024,9,Sunday,Search,16.9%,13.0%,72.9%
August 2024,9,Sunday,Shopping,--,--,--
August 2024,9,Sunday,Demand Gen,--,--,--
August 2024,9,Sunday,Performance Max,--,5.2%,94.0%
August 2024,9,Monday,Search,12.9%,13.4%,75.3%
August 2024,9,Monday,Shopping,--,--,--
August 2024,9,Monday,Demand Gen,--,--,--
