campaignId,campaignName,assetGroupId,assetGroupName,assetId,assetType,assetText,performanceLabel,impressions,clicks,conversions,convValue,cost,ctr,cvrConv,cvrVal,roas,prev_ctr,prev_cvrConv,prev_cvrVal,prev_roas,ctr_change,cvr_change,roas_change,momentum_ctr,momentum_cvr,isFatigued,isWinner
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576731,Feed Only - Interests,56375104170,TEXT,Perfectly Snug Smart Topper,UNKNOWN,80,14,0.0,0.0,103.608066,0.175,0.0,0.0,0.0,0.27692307692307694,0.0,0.0,0.0,-0.36805555555555564,0.0,0.0,Declining,Stable,False,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576740,Feed - Assets - Interests,56375104170,TEXT,Perfectly Snug Smart Topper,UNKNOWN,207,18,0.0,0.0,100.980144,0.08695652173913043,0.0,0.0,0.0,0.07954545454545454,0.0,0.0,0.0,0.09316770186335402,0.0,0.0,Stable,Stable,False,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561590859,Feed Only,56375104170,TEXT,Perfectly Snug Smart Topper,UNKNOWN,470,145,1.0,1601.6,561.833603,0.30851063829787234,0.006896551724137931,11.04551724137931,2.8506660894756055,0.18181818181818182,0.0,0.0,0.0,0.6968085106382979,1.0,1.0,Accelerating,Accelerating,False,False
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6507837599,Feed - Assets - Interests,57545380453,IMAGE,,BEST,533,6,0.0,0.0,20.865669,0.01125703564727955,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,1.4652908067542216,0.0,0.0,Accelerating,Stable,False,True
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,57545380453,IMAGE,,GOOD,228,2,0.0,0.0,5.1751,0.008771929824561403,0.0,0.0,0.0,0.005767844268204758,0.0,0.0,0.0,0.5208333333333334,0.0,0.0,Accelerating,Stable,False,False
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,57545380456,IMAGE,,LOW,1149,24,0.0,0.0,20.405363,0.020887728459530026,0.0,0.0,0.0,0.01069055186362323,0.0,0.0,0.0,0.953849410768471,0.0,0.0,Accelerating,Stable,True,True
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6507837599,Feed - Assets - Interests,59162337197,TEXT,Dual Zone Controls,GOOD,2721,112,0.0,0.0,799.656313,0.04116133774347666,0.0,0.0,0.0,0.020390580126364157,0.01609876056338028,37.56905661347887,5.670191492606432,1.0186447608843063,-1.0,-1.0,Accelerating,Declining,False,True
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,59162337197,TEXT,Dual Zone Controls,LOW,4376,60,0.0,0.0,198.53948,0.013711151736745886,0.0,0.0,0.0,0.014050822122571001,0.0,0.0,0.0,-0.024174413629468303,0.0,0.0,Stable,Stable,True,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576740,Feed - Assets - Interests,59162337197,TEXT,Dual Zone Controls,LOW,2356,93,0.0,0.0,399.62608,0.039473684210526314,0.0,0.0,0.0,0.04054054054054054,0.08333333333333333,198.785065711125,65.65128842168677,-0.02631578947368432,-1.0,-1.0,Stable,Declining,True,False
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6507837599,Feed - Assets - Interests,59753132830,IMAGE,,LOW,6807,51,0.0,0.0,128.953161,0.00749228735125606,0.0,0.0,0.0,0.005753346624893193,0.009900990099009901,19.402525634693067,6.252488997539971,0.3022485589237637,-1.0,-1.0,Accelerating,Declining,True,True
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,59753132830,IMAGE,,LOW,214617,1115,0.0,0.0,261.364288,0.005195301397372995,0.0,0.0,0.0,0.0046369675918119585,0.0,0.0,0.0,0.1204092533549194,0.0,0.0,Stable,Stable,True,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576740,Feed - Assets - Interests,59753132830,IMAGE,,BEST,138287,455,0.0,0.0,672.213859,0.0032902586649504293,0.0,0.0,0.0,0.003684316941118325,0.024390243902439025,42.381697449012194,21.99500543593145,-0.10695558565281434,-1.0,-1.0,Stable,Declining,False,True
